F,q,grid_size,run_id,steps_to_convergence,unique_cultures,largest_domain_size,largest_domain_percentage,avg_cultural_distance
5,7,10,46,51903,1,100,100.0,0.0
5,7,10,47,67420,1,100,100.0,0.0
5,7,10,48,101542,1,100,100.0,0.0
5,7,10,49,56449,1,100,100.0,0.0
5,7,10,50,53868,1,100,100.0,0.0
5,7,10,51,45004,1,100,100.0,0.0
5,7,10,52,44836,1,100,100.0,0.0
5,7,10,53,55083,1,100,100.0,0.0
5,7,10,54,40660,2,99,99.0,0.011111111111111112
5,7,10,55,40317,1,100,100.0,0.0
5,7,10,56,65236,2,99,99.0,0.011111111111111112
5,7,10,57,58293,1,100,100.0,0.0
5,7,10,58,41440,1,100,100.0,0.0
5,7,10,59,46172,1,100,100.0,0.0
5,7,10,60,33737,1,100,100.0,0.0
5,7,10,61,52855,1,100,100.0,0.0
5,7,10,62,49208,1,100,100.0,0.0
5,7,10,63,54307,2,98,98.0,0.027777777777777776
5,7,10,64,52213,1,100,100.0,0.0
5,7,10,65,45806,2,98,98.0,0.027777777777777776
5,7,10,66,47725,1,100,100.0,0.0
5,7,10,67,52091,1,100,100.0,0.0
5,7,10,68,39317,1,100,100.0,0.0
5,7,10,69,53678,1,100,100.0,0.0
5,7,10,70,86980,1,100,100.0,0.0
5,7,10,71,46157,2,99,99.0,0.022222222222222223
5,7,10,72,29413,1,100,100.0,0.0
5,7,10,73,40533,3,98,98.0,0.027777777777777776
5,7,10,74,45319,1,100,100.0,0.0
5,7,10,75,54732,1,100,100.0,0.0
5,7,10,76,42378,1,100,100.0,0.0
5,7,10,77,56742,1,100,100.0,0.0
5,7,10,78,63523,1,100,100.0,0.0
5,7,10,79,44010,1,100,100.0,0.0
5,7,10,80,48670,1,100,100.0,0.0
5,7,10,81,54520,1,100,100.0,0.0
5,7,10,82,56140,1,100,100.0,0.0
5,7,10,83,55719,1,100,100.0,0.0
5,7,10,84,44941,1,100,100.0,0.0
5,7,10,85,43738,1,100,100.0,0.0
5,7,10,86,71612,1,100,100.0,0.0
5,7,10,87,77447,1,100,100.0,0.0
5,7,10,88,60048,1,100,100.0,0.0
5,7,10,89,21473,2,99,99.0,0.016666666666666666
5,7,10,90,59095,1,100,100.0,0.0
5,7,10,91,39717,1,100,100.0,0.0
5,7,10,92,70094,1,100,100.0,0.0
5,7,10,93,27656,1,100,100.0,0.0
5,7,10,94,52027,1,100,100.0,0.0
5,7,10,95,69752,1,100,100.0,0.0
5,7,10,96,64021,1,100,100.0,0.0
5,7,10,97,37834,1,100,100.0,0.0
5,7,10,98,74058,1,100,100.0,0.0
5,7,10,99,76828,1,100,100.0,0.0
5,8,10,0,57363,1,100,100.0,0.0
5,8,10,1,46146,1,100,100.0,0.0
5,8,10,2,32067,1,100,100.0,0.0
5,8,10,3,52277,1,100,100.0,0.0
5,8,10,4,43761,2,99,99.0,0.022222222222222223
5,8,10,5,58826,1,100,100.0,0.0
5,8,10,6,39449,1,100,100.0,0.0
5,8,10,7,46566,1,100,100.0,0.0
5,8,10,8,40981,1,100,100.0,0.0
5,8,10,9,52999,1,100,100.0,0.0
5,8,10,10,81920,1,100,100.0,0.0
5,8,10,11,43280,1,100,100.0,0.0
5,8,10,12,55574,3,84,84.0,0.08888888888888889
5,8,10,13,46896,1,100,100.0,0.0
5,8,10,14,41271,2,99,99.0,0.022222222222222223
5,8,10,15,59321,1,100,100.0,0.0
5,8,10,16,52262,1,100,100.0,0.0
5,8,10,17,27275,2,91,91.0,0.03333333333333333
5,8,10,18,58239,1,100,100.0,0.0
5,8,10,19,60758,1,100,100.0,0.0
5,8,10,20,69402,2,99,99.0,0.011111111111111112
5,8,10,21,41480,1,100,100.0,0.0
5,8,10,22,58130,1,100,100.0,0.0
5,8,10,23,50705,1,100,100.0,0.0
5,8,10,24,49880,1,100,100.0,0.0
5,8,10,25,46493,1,100,100.0,0.0
5,8,10,26,41541,2,97,97.0,0.044444444444444446
5,8,10,27,35284,1,100,100.0,0.0
5,8,10,28,39189,3,96,96.0,0.044444444444444446
5,8,10,29,63938,1,100,100.0,0.0
5,8,10,30,55327,1,100,100.0,0.0
5,8,10,31,61036,1,100,100.0,0.0
5,8,10,32,42415,3,98,98.0,0.03333333333333333
5,8,10,33,52163,2,99,99.0,0.016666666666666666
5,8,10,34,50798,1,100,100.0,0.0
5,8,10,35,34573,1,100,100.0,0.0
5,8,10,36,51602,1,100,100.0,0.0
5,8,10,37,42071,2,99,99.0,0.011111111111111112
5,8,10,38,31967,1,100,100.0,0.0
5,8,10,39,89023,1,100,100.0,0.0
5,8,10,40,108982,1,100,100.0,0.0
5,8,10,41,69154,2,99,99.0,0.011111111111111112
5,8,10,42,36406,1,100,100.0,0.0
5,8,10,43,34415,1,100,100.0,0.0
5,8,10,44,67933,1,100,100.0,0.0
5,8,10,45,63623,3,97,97.0,0.044444444444444446
5,8,10,46,33577,1,100,100.0,0.0
5,8,10,47,37042,1,100,100.0,0.0
5,8,10,48,20032,2,99,99.0,0.016666666666666666
5,8,10,49,56393,4,94,94.0,0.06111111111111111
5,8,10,50,55703,2,92,92.0,0.044444444444444446
5,8,10,51,72120,1,100,100.0,0.0
5,8,10,52,57340,1,100,100.0,0.0
5,8,10,53,47406,1,100,100.0,0.0
5,8,10,54,42948,1,100,100.0,0.0
5,8,10,55,57118,1,100,100.0,0.0
5,8,10,56,61379,1,100,100.0,0.0
5,8,10,57,42409,1,100,100.0,0.0
5,8,10,58,53643,1,100,100.0,0.0
5,8,10,59,67230,1,100,100.0,0.0
5,8,10,60,42779,1,100,100.0,0.0
5,8,10,61,43313,2,99,99.0,0.016666666666666666
5,8,10,62,36379,3,85,85.0,0.06111111111111111
5,8,10,63,61287,1,100,100.0,0.0
5,8,10,64,50856,1,100,100.0,0.0
5,8,10,65,64903,1,100,100.0,0.0
5,8,10,66,48715,1,100,100.0,0.0
5,8,10,67,34778,1,100,100.0,0.0
5,8,10,68,76674,1,100,100.0,0.0
5,8,10,69,48165,1,100,100.0,0.0
5,8,10,70,87613,4,96,96.0,0.06111111111111111
5,8,10,71,72057,1,100,100.0,0.0
5,8,10,72,53051,2,96,96.0,0.03888888888888889
5,8,10,73,44509,1,100,100.0,0.0
5,8,10,74,69135,1,100,100.0,0.0
5,8,10,75,56380,1,100,100.0,0.0
5,8,10,76,44784,1,100,100.0,0.0
5,8,10,77,40777,1,100,100.0,0.0
5,8,10,78,42041,1,100,100.0,0.0
5,8,10,79,33602,1,100,100.0,0.0
5,8,10,80,53597,1,100,100.0,0.0
5,8,10,81,83333,1,100,100.0,0.0
5,8,10,82,31220,2,99,99.0,0.016666666666666666
5,8,10,83,81900,1,100,100.0,0.0
5,8,10,84,59536,1,100,100.0,0.0
5,8,10,85,48597,1,100,100.0,0.0
5,8,10,86,48859,1,100,100.0,0.0
5,8,10,87,51126,4,96,96.0,0.06111111111111111
5,8,10,88,68660,2,99,99.0,0.022222222222222223
5,8,10,89,65622,1,100,100.0,0.0
5,8,10,90,41803,1,100,100.0,0.0
5,8,10,91,24837,2,99,99.0,0.016666666666666666
5,8,10,92,66353,1,100,100.0,0.0
5,8,10,93,52769,2,99,99.0,0.016666666666666666
5,8,10,94,42911,1,100,100.0,0.0
5,8,10,95,55098,1,100,100.0,0.0
5,8,10,96,53264,1,100,100.0,0.0
5,8,10,97,36532,1,100,100.0,0.0
5,8,10,98,41995,1,100,100.0,0.0
5,8,10,99,77265,1,100,100.0,0.0
5,9,10,0,39403,2,99,99.0,0.016666666666666666
5,9,10,1,63318,1,100,100.0,0.0
5,9,10,2,32872,2,99,99.0,0.022222222222222223
5,9,10,3,49336,1,100,100.0,0.0
5,9,10,4,35094,1,100,100.0,0.0
5,9,10,5,50619,1,100,100.0,0.0
5,9,10,6,47802,1,100,100.0,0.0
5,9,10,7,26709,2,99,99.0,0.016666666666666666
5,9,10,8,61929,1,100,100.0,0.0
5,9,10,9,49716,1,100,100.0,0.0
5,9,10,10,52239,1,100,100.0,0.0
5,9,10,11,56011,1,100,100.0,0.0
5,9,10,12,55623,1,100,100.0,0.0
5,9,10,13,91754,2,99,99.0,0.016666666666666666
5,9,10,14,53272,2,99,99.0,0.022222222222222223
5,9,10,15,40983,2,99,99.0,0.016666666666666666
5,9,10,16,49320,1,100,100.0,0.0
5,9,10,17,54596,1,100,100.0,0.0
5,9,10,18,37699,1,100,100.0,0.0
5,9,10,19,94900,1,100,100.0,0.0
5,9,10,20,108328,1,100,100.0,0.0
5,9,10,21,58928,2,99,99.0,0.016666666666666666
5,9,10,22,81742,3,98,98.0,0.03333333333333333
5,9,10,23,41555,1,100,100.0,0.0
5,9,10,24,52289,2,99,99.0,0.016666666666666666
5,9,10,25,45967,2,99,99.0,0.022222222222222223
5,9,10,26,49047,1,100,100.0,0.0
5,9,10,27,40165,2,99,99.0,0.011111111111111112
5,9,10,28,41867,2,97,97.0,0.027777777777777776
5,9,10,29,40214,1,100,100.0,0.0
5,9,10,30,40632,1,100,100.0,0.0
5,9,10,31,29865,1,100,100.0,0.0
5,9,10,32,66011,1,100,100.0,0.0
5,9,10,33,98453,1,100,100.0,0.0
5,9,10,34,32810,2,99,99.0,0.011111111111111112
5,9,10,35,40047,1,100,100.0,0.0
5,9,10,36,72503,1,100,100.0,0.0
5,9,10,37,83005,1,100,100.0,0.0
5,9,10,38,72204,3,97,97.0,0.03888888888888889
5,9,10,39,35591,2,99,99.0,0.016666666666666666
5,9,10,40,51656,2,98,98.0,0.022222222222222223
5,9,10,41,45495,1,100,100.0,0.0
5,9,10,42,28642,2,99,99.0,0.022222222222222223
5,9,10,43,39312,1,100,100.0,0.0
5,9,10,44,57523,1,100,100.0,0.0
5,9,10,45,55236,1,100,100.0,0.0
5,9,10,46,55713,1,100,100.0,0.0
5,9,10,47,22031,2,92,92.0,0.03888888888888889
5,9,10,48,111118,1,100,100.0,0.0
5,9,10,49,62731,1,100,100.0,0.0
5,9,10,50,50125,1,100,100.0,0.0
5,9,10,51,28689,2,99,99.0,0.011111111111111112
5,9,10,52,51992,2,98,98.0,0.016666666666666666
5,9,10,53,33504,1,100,100.0,0.0
5,9,10,54,40641,1,100,100.0,0.0
5,9,10,55,39303,2,97,97.0,0.044444444444444446
5,9,10,56,32807,1,100,100.0,0.0
5,9,10,57,50684,1,100,100.0,0.0
5,9,10,58,58166,1,100,100.0,0.0
5,9,10,59,78884,2,99,99.0,0.022222222222222223
5,9,10,60,82888,2,99,99.0,0.011111111111111112
5,9,10,61,45783,2,99,99.0,0.016666666666666666
5,9,10,62,58235,3,96,96.0,0.044444444444444446
5,9,10,63,65211,2,99,99.0,0.016666666666666666
5,9,10,64,30197,2,99,99.0,0.022222222222222223
5,9,10,65,43314,1,100,100.0,0.0
5,9,10,66,34215,1,100,100.0,0.0
5,9,10,67,62258,2,99,99.0,0.016666666666666666
5,9,10,68,80418,2,96,96.0,0.03333333333333333
5,9,10,69,33459,2,98,98.0,0.022222222222222223
5,9,10,70,58931,1,100,100.0,0.0
5,9,10,71,70360,2,99,99.0,0.022222222222222223
5,9,10,72,34509,2,99,99.0,0.022222222222222223
5,9,10,73,39972,3,97,97.0,0.05
5,9,10,74,50292,3,94,94.0,0.044444444444444446
5,9,10,75,50310,2,99,99.0,0.011111111111111112
5,9,10,76,42546,1,100,100.0,0.0
5,9,10,77,78956,1,100,100.0,0.0
5,9,10,78,29282,3,92,92.0,0.044444444444444446
5,9,10,79,38606,3,96,96.0,0.05
5,9,10,80,68418,1,100,100.0,0.0
5,9,10,81,31285,1,100,100.0,0.0
5,9,10,82,46627,1,100,100.0,0.0
5,9,10,83,57543,1,100,100.0,0.0
5,9,10,84,70227,1,100,100.0,0.0
5,9,10,85,37174,1,100,100.0,0.0
5,9,10,86,35567,2,97,97.0,0.027777777777777776
5,9,10,87,30036,1,100,100.0,0.0
5,9,10,88,59319,1,100,100.0,0.0
5,9,10,89,76398,2,99,99.0,0.016666666666666666
5,9,10,90,58841,2,96,96.0,0.044444444444444446
5,9,10,91,94903,1,100,100.0,0.0
5,9,10,92,76358,1,100,100.0,0.0
5,9,10,93,77952,1,100,100.0,0.0
5,9,10,94,60282,1,100,100.0,0.0
5,9,10,95,67664,2,99,99.0,0.016666666666666666
5,9,10,96,53159,1,100,100.0,0.0
5,9,10,97,39482,2,99,99.0,0.022222222222222223
5,9,10,98,43758,1,100,100.0,0.0
5,9,10,99,88890,1,100,100.0,0.0
5,10,10,0,53287,1,100,100.0,0.0
5,10,10,1,41491,1,100,100.0,0.0
5,10,10,2,39043,1,100,100.0,0.0
5,10,10,3,52428,1,100,100.0,0.0
5,10,10,4,63049,2,97,97.0,0.022222222222222223
5,10,10,5,50552,4,92,92.0,0.1
5,10,10,6,54497,3,98,98.0,0.03333333333333333
5,10,10,7,51542,2,99,99.0,0.022222222222222223
5,10,10,8,46927,1,100,100.0,0.0
5,10,10,9,69056,1,100,100.0,0.0
5,10,10,10,69398,1,100,100.0,0.0
5,10,10,11,72895,3,95,95.0,0.044444444444444446
5,10,10,12,84733,2,91,91.0,0.044444444444444446
5,10,10,13,28014,4,94,94.0,0.08333333333333333
5,10,10,14,33244,2,99,99.0,0.016666666666666666
5,10,10,15,66519,1,100,100.0,0.0
5,10,10,16,52368,2,99,99.0,0.022222222222222223
5,10,10,17,51955,2,98,98.0,0.016666666666666666
5,10,10,18,71461,1,100,100.0,0.0
5,10,10,19,39627,3,98,98.0,0.03333333333333333
5,10,10,20,32001,6,92,92.0,0.08888888888888889
5,10,10,21,53352,4,91,91.0,0.08888888888888889
5,10,10,22,129468,1,100,100.0,0.0
5,10,10,23,69673,1,100,100.0,0.0
5,10,10,24,57431,3,97,97.0,0.03333333333333333
5,10,10,25,27257,1,100,100.0,0.0
5,10,10,26,31962,6,92,92.0,0.1111111111111111
5,10,10,27,43663,8,88,88.0,0.13333333333333333
5,10,10,28,36540,3,91,91.0,0.06666666666666667
5,10,10,29,69596,2,95,95.0,0.06111111111111111
5,10,10,30,73389,2,97,97.0,0.03333333333333333
5,10,10,31,51634,1,100,100.0,0.0
5,10,10,32,36647,3,97,97.0,0.044444444444444446
5,10,10,33,76698,4,95,95.0,0.06111111111111111
5,10,10,34,73395,2,99,99.0,0.016666666666666666
5,10,10,35,60605,2,99,99.0,0.016666666666666666
5,10,10,36,52556,2,99,99.0,0.016666666666666666
5,10,10,37,58329,6,87,87.0,0.12777777777777777
5,10,10,38,36590,4,95,95.0,0.06666666666666667
5,10,10,39,47955,2,98,98.0,0.022222222222222223
5,10,10,40,52112,1,100,100.0,0.0
5,10,10,41,61244,3,95,95.0,0.05
5,10,10,42,35823,1,100,100.0,0.0
5,10,10,43,50657,3,97,97.0,0.044444444444444446
5,10,10,44,54436,4,97,97.0,0.05555555555555555
5,10,10,45,53480,1,100,100.0,0.0
5,10,10,46,67923,1,100,100.0,0.0
5,10,10,47,34683,2,99,99.0,0.022222222222222223
5,10,10,48,40841,1,100,100.0,0.0
5,10,10,49,45245,1,100,100.0,0.0
5,10,10,50,48293,4,87,87.0,0.09444444444444444
5,10,10,51,62263,2,99,99.0,0.022222222222222223
5,10,10,52,65474,2,99,99.0,0.016666666666666666
5,10,10,53,34681,1,100,100.0,0.0
5,10,10,54,54286,2,99,99.0,0.022222222222222223
5,10,10,55,37612,1,100,100.0,0.0
5,10,10,56,44248,2,99,99.0,0.016666666666666666
5,10,10,57,41022,1,100,100.0,0.0
5,10,10,58,57907,1,100,100.0,0.0
5,10,10,59,37854,1,100,100.0,0.0
5,10,10,60,50571,3,97,97.0,0.03888888888888889
5,10,10,61,52094,8,86,86.0,0.17777777777777778
5,10,10,62,34478,1,100,100.0,0.0
5,10,10,63,95805,2,99,99.0,0.011111111111111112
5,10,10,64,73609,2,98,98.0,0.03333333333333333
5,10,10,65,58937,3,95,95.0,0.05
5,10,10,66,46933,2,98,98.0,0.016666666666666666
5,10,10,67,62566,4,96,96.0,0.06666666666666667
5,10,10,68,44449,1,100,100.0,0.0
5,10,10,69,30710,6,79,79.0,0.15555555555555556
5,10,10,70,43968,3,94,94.0,0.06666666666666667
5,10,10,71,33297,2,99,99.0,0.016666666666666666
5,10,10,72,34847,1,100,100.0,0.0
5,10,10,73,55364,2,99,99.0,0.016666666666666666
5,10,10,74,73721,1,100,100.0,0.0
5,10,10,75,41276,1,100,100.0,0.0
5,10,10,76,59958,4,97,97.0,0.05
5,10,10,77,38002,2,98,98.0,0.016666666666666666
5,10,10,78,55442,4,95,95.0,0.07222222222222222
5,10,10,79,68490,2,99,99.0,0.022222222222222223
5,10,10,80,50389,1,100,100.0,0.0
5,10,10,81,56681,1,100,100.0,0.0
5,10,10,82,80557,2,99,99.0,0.022222222222222223
5,10,10,83,52336,4,95,95.0,0.044444444444444446
5,10,10,84,38516,2,98,98.0,0.022222222222222223
5,10,10,85,36320,3,96,96.0,0.044444444444444446
5,10,10,86,60401,2,91,91.0,0.03333333333333333
5,10,10,87,44057,1,100,100.0,0.0
5,10,10,88,53929,1,100,100.0,0.0
5,10,10,89,41761,1,100,100.0,0.0
5,10,10,90,64359,1,100,100.0,0.0
5,10,10,91,72668,2,98,98.0,0.027777777777777776
5,10,10,92,37681,3,92,92.0,0.05
5,10,10,93,66171,2,99,99.0,0.016666666666666666
5,10,10,94,39997,2,98,98.0,0.016666666666666666
5,10,10,95,43395,2,99,99.0,0.022222222222222223
5,10,10,96,79947,2,99,99.0,0.022222222222222223
5,10,10,97,46856,1,100,100.0,0.0
5,10,10,98,75508,2,97,97.0,0.03888888888888889
5,10,10,99,45386,2,99,99.0,0.016666666666666666
5,11,10,0,46234,1,100,100.0,0.0
5,11,10,1,71577,3,95,95.0,0.05
5,11,10,2,44916,2,99,99.0,0.011111111111111112
5,11,10,3,68866,5,94,94.0,0.08333333333333333
5,11,10,4,64759,6,87,87.0,0.11666666666666667
5,11,10,5,56803,3,89,89.0,0.06111111111111111
5,11,10,6,27018,3,96,96.0,0.06666666666666667
5,11,10,7,32761,1,100,100.0,0.0
5,11,10,8,61190,4,95,95.0,0.05
5,11,10,9,44625,2,99,99.0,0.022222222222222223
5,11,10,10,47413,2,99,99.0,0.016666666666666666
5,11,10,11,53505,3,98,98.0,0.03888888888888889
5,11,10,12,48786,3,98,98.0,0.03333333333333333
5,11,10,13,41039,3,97,97.0,0.03888888888888889
5,11,10,14,40979,3,97,97.0,0.05
5,11,10,15,75481,1,100,100.0,0.0
5,11,10,16,62475,4,89,89.0,0.06666666666666667
5,11,10,17,43155,2,99,99.0,0.016666666666666666
5,11,10,18,42426,3,96,96.0,0.05
5,11,10,19,65277,5,93,93.0,0.08333333333333333
5,11,10,20,61603,4,93,93.0,0.06666666666666667
5,11,10,21,103498,2,99,99.0,0.016666666666666666
5,11,10,22,42080,2,95,95.0,0.03888888888888889
5,11,10,23,59866,5,89,89.0,0.07777777777777778
5,11,10,24,56325,3,98,98.0,0.027777777777777776
5,11,10,25,40162,2,99,99.0,0.022222222222222223
5,11,10,26,59471,3,98,98.0,0.03333333333333333
5,11,10,27,51670,1,100,100.0,0.0
5,11,10,28,72906,5,95,95.0,0.05555555555555555
5,11,10,29,30309,2,99,99.0,0.016666666666666666
5,11,10,30,32752,3,93,93.0,0.05555555555555555
5,11,10,31,56606,2,99,99.0,0.022222222222222223
5,11,10,32,52589,2,99,99.0,0.022222222222222223
5,11,10,33,75595,1,100,100.0,0.0
5,11,10,34,53932,1,100,100.0,0.0
5,11,10,35,90660,2,99,99.0,0.016666666666666666
5,11,10,36,43192,5,93,93.0,0.07777777777777778
5,11,10,37,32756,2,99,99.0,0.016666666666666666
5,11,10,38,51862,3,98,98.0,0.03333333333333333
5,11,10,39,44340,2,99,99.0,0.016666666666666666
5,11,10,40,57886,3,95,95.0,0.05
5,11,10,41,47181,3,98,98.0,0.03888888888888889
5,11,10,42,119746,2,99,99.0,0.016666666666666666
5,11,10,43,61974,3,98,98.0,0.03888888888888889
5,11,10,44,67168,3,98,98.0,0.03888888888888889
5,11,10,45,53765,1,100,100.0,0.0
5,11,10,46,62134,2,98,98.0,0.016666666666666666
5,11,10,47,63048,1,100,100.0,0.0
5,11,10,48,78004,3,98,98.0,0.044444444444444446
5,11,10,49,43638,2,99,99.0,0.011111111111111112
5,11,10,50,39333,2,99,99.0,0.016666666666666666
5,11,10,51,35761,3,95,95.0,0.06666666666666667
5,11,10,52,57032,5,93,93.0,0.1
5,11,10,53,50862,2,97,97.0,0.022222222222222223
5,11,10,54,56133,2,99,99.0,0.016666666666666666
5,11,10,55,42438,3,96,96.0,0.03888888888888889
5,11,10,56,53440,2,97,97.0,0.027777777777777776
5,11,10,57,50444,2,99,99.0,0.022222222222222223
5,11,10,58,48192,4,84,84.0,0.07777777777777778
5,11,10,59,45417,1,100,100.0,0.0
5,11,10,60,34768,4,95,95.0,0.06111111111111111
5,11,10,61,51138,3,93,93.0,0.06111111111111111
5,11,10,62,88433,2,99,99.0,0.011111111111111112
5,11,10,63,50684,2,97,97.0,0.022222222222222223
5,11,10,64,81947,5,94,94.0,0.08888888888888889
5,11,10,65,50748,1,100,100.0,0.0
5,11,10,66,52846,4,90,90.0,0.09444444444444444
5,11,10,67,45091,1,100,100.0,0.0
5,11,10,68,58346,1,100,100.0,0.0
5,11,10,69,86339,3,95,95.0,0.05
5,11,10,70,54903,3,98,98.0,0.027777777777777776
5,11,10,71,52605,6,88,88.0,0.12222222222222222
5,11,10,72,62903,3,98,98.0,0.03333333333333333
5,11,10,73,95468,2,98,98.0,0.016666666666666666
5,11,10,74,74732,2,99,99.0,0.022222222222222223
5,11,10,75,46181,4,95,95.0,0.05
5,11,10,76,45915,3,98,98.0,0.03333333333333333
5,11,10,77,45890,2,98,98.0,0.016666666666666666
5,11,10,78,44952,3,98,98.0,0.027777777777777776
5,11,10,79,42987,4,97,97.0,0.044444444444444446
5,11,10,80,52221,3,98,98.0,0.03333333333333333
5,11,10,81,52216,2,99,99.0,0.016666666666666666
5,11,10,82,71876,2,99,99.0,0.022222222222222223
5,11,10,83,91286,3,98,98.0,0.03888888888888889
5,11,10,84,63163,2,96,96.0,0.05
5,11,10,85,68572,2,99,99.0,0.022222222222222223
5,11,10,86,37768,3,98,98.0,0.044444444444444446
5,11,10,87,62785,2,99,99.0,0.011111111111111112
5,11,10,88,82008,2,99,99.0,0.016666666666666666
5,11,10,89,60733,2,95,95.0,0.044444444444444446
5,11,10,90,111524,2,99,99.0,0.022222222222222223
5,11,10,91,53238,2,99,99.0,0.011111111111111112
5,11,10,92,36140,1,100,100.0,0.0
5,11,10,93,55625,3,91,91.0,0.06111111111111111
5,11,10,94,42970,2,99,99.0,0.011111111111111112
5,11,10,95,26683,6,87,87.0,0.14444444444444443
5,11,10,96,78295,2,99,99.0,0.022222222222222223
5,11,10,97,40512,2,99,99.0,0.022222222222222223
5,11,10,98,56878,2,98,98.0,0.027777777777777776
5,11,10,99,91432,1,100,100.0,0.0
5,12,10,0,62679,1,100,100.0,0.0
5,12,10,1,55656,5,93,93.0,0.08333333333333333
5,12,10,2,80744,3,96,96.0,0.06111111111111111
5,12,10,3,51029,2,99,99.0,0.016666666666666666
5,12,10,4,61637,2,99,99.0,0.022222222222222223
5,12,10,5,43825,2,98,98.0,0.022222222222222223
5,12,10,6,46498,4,92,92.0,0.09444444444444444
5,12,10,7,67863,2,93,93.0,0.05
5,12,10,8,57418,4,88,88.0,0.08888888888888889
5,12,10,9,38384,3,93,93.0,0.05
5,12,10,10,83588,4,97,97.0,0.05555555555555555
5,12,10,11,80836,2,99,99.0,0.022222222222222223
5,12,10,12,39626,3,93,93.0,0.044444444444444446
5,12,10,13,83888,3,97,97.0,0.044444444444444446
5,12,10,14,103251,2,98,98.0,0.027777777777777776
5,12,10,15,74235,10,69,69.0,0.2611111111111111
5,12,10,16,50368,2,99,99.0,0.016666666666666666
5,12,10,17,42390,4,95,95.0,0.06111111111111111
5,12,10,18,42201,16,67,67.0,0.28888888888888886
5,12,10,19,42852,3,98,98.0,0.027777777777777776
5,12,10,20,75891,2,98,98.0,0.027777777777777776
5,12,10,21,50563,3,96,96.0,0.044444444444444446
5,12,10,22,63972,8,68,68.0,0.2222222222222222
5,12,10,23,46393,1,100,100.0,0.0
5,12,10,24,52841,3,95,95.0,0.03888888888888889
5,12,10,25,71748,2,99,99.0,0.011111111111111112
5,12,10,26,75512,2,99,99.0,0.022222222222222223
5,12,10,27,54619,3,97,97.0,0.044444444444444446
5,12,10,28,40217,4,85,85.0,0.13333333333333333
5,12,10,29,41028,3,51,51.0,0.1111111111111111
5,12,10,30,66411,5,85,85.0,0.08888888888888889
5,12,10,31,53177,8,86,86.0,0.16111111111111112
5,12,10,32,51780,3,97,97.0,0.03333333333333333
5,12,10,33,71751,3,98,98.0,0.027777777777777776
5,12,10,34,36257,4,83,83.0,0.09444444444444444
5,12,10,35,75588,5,94,94.0,0.07777777777777778
5,12,10,36,89662,2,99,99.0,0.022222222222222223
5,12,10,37,40629,3,97,97.0,0.03333333333333333
5,12,10,38,41745,5,95,95.0,0.07777777777777778
5,12,10,39,77976,3,98,98.0,0.03333333333333333
5,12,10,40,37030,11,70,70.0,0.23333333333333334
5,12,10,41,72058,2,99,99.0,0.022222222222222223
5,12,10,42,55639,1,100,100.0,0.0
5,12,10,43,85170,2,98,98.0,0.03333333333333333
5,12,10,44,42652,2,99,99.0,0.016666666666666666
5,12,10,45,47324,9,89,89.0,0.12777777777777777
5,12,10,46,44961,7,89,89.0,0.12222222222222222
5,12,10,47,56766,4,96,96.0,0.06111111111111111
5,12,10,48,66304,2,99,99.0,0.011111111111111112
5,12,10,49,23664,3,97,97.0,0.027777777777777776
5,12,10,50,41361,4,96,96.0,0.06111111111111111
5,12,10,51,58328,6,89,89.0,0.12222222222222222
5,12,10,52,69553,4,97,97.0,0.05
5,12,10,53,68972,1,100,100.0,0.0
5,12,10,54,61696,5,93,93.0,0.09444444444444444
5,12,10,55,59945,3,98,98.0,0.027777777777777776
5,12,10,56,87710,2,99,99.0,0.022222222222222223
5,12,10,57,57329,2,99,99.0,0.016666666666666666
5,12,10,58,23171,13,37,37.0,0.28888888888888886
5,12,10,59,71402,2,99,99.0,0.022222222222222223
5,12,10,60,84318,3,98,98.0,0.03333333333333333
5,12,10,61,64025,3,96,96.0,0.05
5,12,10,62,52532,1,100,100.0,0.0
5,12,10,63,70940,4,92,92.0,0.07777777777777778
5,12,10,64,44618,18,44,44.0,0.3277777777777778
5,12,10,65,40907,3,96,96.0,0.05555555555555555
5,12,10,66,47712,4,78,78.0,0.12222222222222222
5,12,10,67,58476,3,97,97.0,0.03888888888888889
5,12,10,68,46736,3,97,97.0,0.05555555555555555
5,12,10,69,74963,3,97,97.0,0.044444444444444446
5,12,10,70,48382,2,99,99.0,0.022222222222222223
5,12,10,71,53635,5,92,92.0,0.09444444444444444
5,12,10,72,51335,3,96,96.0,0.05
5,12,10,73,49035,4,95,95.0,0.06666666666666667
5,12,10,74,55626,2,99,99.0,0.022222222222222223
5,12,10,75,71604,5,95,95.0,0.06666666666666667
5,12,10,76,55039,7,93,93.0,0.11666666666666667
5,12,10,77,68907,2,99,99.0,0.016666666666666666
5,12,10,78,64079,5,95,95.0,0.07777777777777778
5,12,10,79,27959,2,97,97.0,0.022222222222222223
5,12,10,80,45264,3,96,96.0,0.044444444444444446
5,12,10,81,38087,12,82,82.0,0.2111111111111111
5,12,10,82,91818,4,97,97.0,0.044444444444444446
5,12,10,83,39858,3,97,97.0,0.03888888888888889
5,12,10,84,46929,5,96,96.0,0.07222222222222222
5,12,10,85,63833,1,100,100.0,0.0
5,12,10,86,91485,6,95,95.0,0.08888888888888889
5,12,10,87,56873,13,70,70.0,0.3
5,12,10,88,62427,4,92,92.0,0.07777777777777778
5,12,10,89,79471,2,99,99.0,0.022222222222222223
